event_id_1pd,url,text
150100,https://t.me/ukrinform_news/119149,Російські безпілотники вдарили по Львову та Дублянам Львівської області
146257,https://t.me/ukrinform_news/119149,Російські безпілотники вдарили по Львову та Дублянам Львівської області
99838,https://espreso.tv/okupanti-skinuli-aviabombu-na-orikhiv-zruynovano-tsiliy-pidizd-e-postrazhdala,"Окупанти скинули авіабомбу на Оріхів: зруйновано цілий під'їзд, є постраждала"
150101,https://t.me/ukrinform_news/119149,Російські безпілотники вдарили по Львову та Дублянам Львівської області
146258,https://t.me/ukrinform_news/119149,Російські безпілотники вдарили по Львову та Дублянам Львівської області
99266,https://x.com/kava0224/status/1742125704420999199,"Російська авіація завдала удару по Оріхову, щонайменше 1 людина поранена"
364312,https://espreso.tv/viyska-rf-zmenshili-kilkist-pikhotnikh-atak-na-tavriyskomu-napryamku-ale-aktivno-zavdayut-aviaudariv,"Війська РФ зменшили кількість піхотних атак на Таврійському напрямку, але активно завдають авіаударів"
99840,https://x.com/kava0224/status/1742125704420999199,"Російська авіація завдала удару по Оріхову, щонайменше 1 людина поранена"
99268,https://x.com/kava0224/status/1742125704420999199,"Російська авіація завдала удару по Оріхову, щонайменше 1 людина поранена"
313484,https://www.pravda.com.ua/news/2024/01/5/7435947/,"Врятувало укриття: РФ вночі атакувала дронами Херсонщину, 7 поранених."
225801,https://espreso.tv/viyna-z-rosiyeyu-viyska-rf-zavdali-aviaudariv-po-selishchu-pivnichne-na-donechchini-zaginula-lyudina,Росіяни скинули дві авіабомби на селище Північне на Донеччині: є загибла і поранена
79585,https://espreso.tv/viyna-z-rosiyeyu-viyska-rf-zavdali-aviaudariv-po-selishchu-pivnichne-na-donechchini-zaginula-lyudina,Росіяни скинули дві авіабомби на селище Північне на Донеччині: є загибла і поранена
225800,https://interfax.com.ua/news/general/958883.html,"Росіяни завдали двох авіаударів по селищу Північне, загинула людина - Донецька ОВА"
286112,https://interfax.com.ua/news/general/958883.html,"Росіяни завдали двох авіаударів по селищу Північне, загинула людина - Донецька ОВА"
286113,https://interfax.com.ua/news/general/958898.html,"Росіяни завдали двох авіаударів по селищу Північне: загинула жінка, ще одна - поранена, повідомляє Донецька ОВА"
297129,https://interfax.com.ua/news/general/958956.html,"Росіяни ввечері атакували Дніпро безпілотниками, пошкоджено житловий будинок"
79584,https://www.unian.ua/war/okupanti-zavdali-aviaudariv-po-donechchini-ye-zhertva-12503310.html,"Окупанти завдали авіаударів по Донеччині, є жертва"
297143,https://www.unian.ua/war/rosiyani-atakuvali-dnipro-dronami-poshkodzheno-bagatopoverhivku-foto-novini-dnipra-12503862.html,Росіяни атакували Дніпро дронами: пошкоджено багатоповерхівку (фото)
82238,https://espreso.tv/viyna-z-rosiyeyu-viyska-rf-skinuli-aviabombi-na-bagatopoverkhivki-v-okupovanomu-rubizhnomu-luganska-ova,Війська РФ скинули авіабомби на багатоповерхівки в окупованому Рубіжному
82237,https://www.pravda.com.ua/news/2024/01/8/7436280/,Росіяни скинули свою авіабомбу на окуповане Рубіжне.
82239,https://www.unian.ua/war/rosiyskiy-litak-vpustiv-aviabombu-na-timchasovo-okupovane-rubizhne-12504987.html,Російський літак скинув авіабомбу на вцілілі багатоповерхівки в окупованому Рубіжному
202838,https://twitter.com/front_ukrainian/status/1744735981625102443,Отражении российской атаки на украинский плацдарм на левом берегу Днепра в Крынках. Дрон-камикадзе подбил российскую БМП.
220335,https://www.pravda.com.ua/news/2024/01/9/7436441/,"Росіяни скинули авіабомбу біля енергетиків, які оглядали пошкоджені лінії на Харківщині."
82243,https://www.unian.ua/war/rosiyani-dosi-ne-zneshkodili-aviabombu-yaku-skinuli-na-zhitlovi-kvartali-okupovanogo-rubizhnogo-12506178.html,"Росіяни досі не знешкодили авіабомбу, яку скинули на житлові квартали окупованого Рубіжного"
220341,https://interfax.com.ua/news/general/959716.html,"Окупанти завдали авіаударів по Вільхуватці на Харківщині, загинула мирна мешканка - голова ОВА"
253837,https://www.unian.ua/war/rosiyani-vdarili-aviabombami-po-selu-v-harkivskiy-oblasti-stalo-vidomo-pro-zhertvu-foto-novini-harkova-12507645.html,Росіяни вдарили авіабомбами по селу в Харківській області: стало відомо про жертву (фото)
337998,https://www.pravda.com.ua/news/2024/01/12/7436962/,Росіяни скинули авіабомбу на Авдіївку: загинув чоловік – ОВА.
191361,https://x.com/LOS_Fisher/status/1745708636708438416,"Прем'єр-міністр Сунак сьогодні відвідує Київ і підтверджує 2,5 мільярда фунтів стерлінгів британської військової допомоги Україні в наступному фінансовому році (більше на 200 мільйонів фунтів стерлінгів). Щонайменше 200 мільйонів фунтів стерлінгів підуть на безпілотники, в тому числі на безпілотники для спостереження, здатні наносити удари на великі відстані та морські БПЛА. Сунак і Зеленський підпишуть нову угоду про співпрацю між Великою Британією та Україною у сфері безпеки"
338003,https://www.unian.ua/war/viyna-v-ukrajini-rosiyani-masovo-obstrilyuyut-avdijivku-aviabombami-12510822.html,За 8 днів майже як за весь 2023-й: росіяни закидають Авдіївку авіабомбами
30556,https://interfax.com.ua/news/general/960464.html,Російські війська двома авіабомбами зруйнували зерносховище у Вовчанську
356877,https://t.me/UkraineNow/45644,Російська авіація знищила керованими бомбами склади з зерном у Вовчанську
356878,https://t.me/UkraineNow/45644,Російська авіація знищила керованими бомбами склади з зерном у Вовчанську
113261,https://interfax.com.ua/news/general/960570.html,"Ворог намагається зайти в Новомихайлівку, три дні поспіль активно завдає авіаударів на таврійському напрямку - Штупун"
37699,https://t.me/lumsrc/6943,"На Херсонському напрямку російські війська обстріляли Херсон, Антонівку, Дніпровське, Тягинку Херсонської області, - йдеться у вечірньому зведенні Генштабу ЗСУ"
28947,https://t.me/lumsrc/6951,"На Шахтарському напрямку російські війська обстріляли Вугледар, Пречистівку, Золоту Ниву, Старомайорське Донецької області. Російська авіація завдала авіаудару по Водяному Донецької області, - йдеться у вечірньому зведенні Генштабу ЗСУ"
28883,https://t.me/lumsrc/6951,"На Шахтарському напрямку російські війська обстріляли Вугледар, Пречистівку, Золоту Ниву, Старомайорське Донецької області. Російська авіація завдала авіаудару по Водяному Донецької області, - йдеться у вечірньому зведенні Генштабу ЗСУ"
107075,https://news.liga.net/politics/video/odessa-rossiya-atakovala-shahedami-est-razrusheniya-mnogoetazhek-pozhary-foto-i-video,"Одесса. Россия атаковала """"шахедами"""", есть разрушения многоэтажек, пожары — фото и видео"
99269,https://x.com/kava0224/status/1747967058741018959,Російська авіація завдала 6 авіаударів по Оріхову
202861,https://t.me/lumsrc/6974,"Українські військові провели 87 бойових зіткнень із російськими військами поблизу Синьківки, Петропавлівки, Табаївки, Берестового Харківської області, Тернинського та Серебрянського лісництв, Білогорівки Луганської області, Андріївки та Кліщіївки Донецької області, Авдіївки, на південь до Тоненького, Первомайського та Невельського Донецької області., Мар'їнка і Новомихайлівка Донецької області, на захід до Вербового Запорізької області, на східному березі Дніпра в Херсонській області, - йдеться у вечірньому зведенні Генштабу ЗСУ."
202594,https://t.me/lumsrc/6974,"Українські військові провели 87 бойових зіткнень із російськими військами поблизу Синьківки, Петропавлівки, Табаївки, Берестового Харківської області, Тернинського та Серебрянського лісництв, Білогорівки Луганської області, Андріївки та Кліщіївки Донецької області, Авдіївки, на південь до Тоненького, Первомайського та Невельського Донецької області., Мар'їнка і Новомихайлівка Донецької області, на захід до Вербового Запорізької області, на східному березі Дніпра в Херсонській області, - йдеться у вечірньому зведенні Генштабу ЗСУ."
99270,https://x.com/kava0224/status/1747967058741018959,Російська авіація завдала 6 авіаударів по Оріхову
239643,https://t.me/hueviyherson/52076,У Херсоні пролунали вибухи
118143,https://www.pravda.com.ua/news/2024/01/22/7438401/,Російські війська за день 8 разів вдарили по Нікопольщині.
313572,https://interfax.com.ua/news/general/962444.html,"Окупанти завдали авіаудару по житловому будинку на Херсонщині, загинуло двоє людей - голова ОВА"
396720,https://t.me/olexandrprokudin/2610,У селі Шляхове Херсонської області внаслідок російського авіаудару загинула 1 людина
362892,https://t.me/suspilne_kharkiv/34188,У Харкові стався вибух
396722,https://t.me/olexandrprokudin/2610,У селі Шляхове Херсонської області внаслідок російського авіаудару загинула 1 людина
107106,https://www.pravda.com.ua/news/2024/01/25/7438791/,"Дві хвилі атак дронами: основний удар припав на Одесу, там 6 поранених."
113527,https://t.me/Donbas_Operativniy/68577,Пошкодження у Новогродівці Донецької області внаслідок нічного обстрілу
95226,https://interfax.com.ua/news/general/963218.html,"Дівчинка, поранена внаслідок ворожого авіаудару по Малому Бурлуку 17 січня, померла"
16291,https://news.liga.net/region_news/news/rossiya-atakovala-dronami-zaporozhe-est-sbitye-no-i-porazhen-obekt-infrastruktury,"дополнено
Россия атаковала дронами Запорожье. Есть сбитые, но и поврежден объект инфраструктуры"
321678,https://www.pravda.com.ua/news/2024/01/27/7439156/,"Росіяни атакували дронами Берислав, є загиблий та поранений."
65360,https://espreso.tv/viyna-z-rosiyeyu-u-krimu-rosiyani-namagayutsya-vikoristovuvati-gradi-dlya-vidbittya-atak-morskikh-droniv-atesh,"У Криму росіяни намагаються використовувати """"гради"""" для відбиття атак морських дронів"
220389,https://interfax.com.ua/news/general/963582.html,"Окупанти завдали авіаударів по Харківщині, пошкоджено будівлі підприємств, але постраждалих немає"
118155,https://t.me/lumsrc/7072,"На запорізькому напрямку російські війська обстріляли Левадне, Гуляйполе, Чарівне, Оріхів, Роботине Запорізької області та Нікополь Дніпропетровської області, - йдеться у вечірньому зведенні Генштабу ЗСУ."
85830,https://t.me/lachentyt/38749,У Кременчуцькому районі Полтавської області – ракетні влучення в промислове підприємство
321072,https://t.me/Tsaplienko/47414,Російська авіація завдала удару по житловому будинку в Бериславі
321688,https://www.pravda.com.ua/news/2024/01/30/7439568/,"Росіяни з безпілотника скинули вибухівку на Берислав, один загиблий – ОВА."
321689,https://www.pravda.com.ua/news/2024/01/30/7439508/,Росіяни скинули вибухівку біля гумштабу в Бериславі: є поранений.
33539,https://x.com/Olgafotografiya/status/1752259734470594873,Російська авіація скинула кілька бомб на місто Великий Бурлук Харківської області
321075,https://t.me/Tsaplienko/47414,Російська авіація завдала удару по житловому будинку в Бериславі
220397,https://www.unian.ua/war/viyna-v-ukrajini-okupanti-vdarili-aviabombami-po-likarni-v-velikomu-burluci-novini-harkova-12529770.html,"На Харківщині росіяни вдарили авіабомбами по лікарні, є постраждалі (фото)"
33542,https://t.me/synegubov/8253,"4 поранено внаслідок російського авіаудару по лікарні у Великому Бурлуку, 38 пацієнтів і лікарів евакуювали"
33543,https://x.com/Olgafotografiya/status/1752259734470594873,Російська авіація скинула кілька бомб на місто Великий Бурлук Харківської області
321698,https://interfax.com.ua/news/general/964311.html,"Російські війська атакували Берислав дронами, постраждала жінка"
239733,https://t.me/channel24_ua/119828,У Херсоні пролунали вибухи
395668,https://t.me/dnepr_operativ/59270,Російська артилерія вночі обстріляла Нікопольський район
33547,https://t.me/synegubov/8253,"4 поранено внаслідок російського авіаудару по лікарні у Великому Бурлуку, 38 пацієнтів і лікарів евакуювали"
396106,https://espreso.tv/viyna-z-rosiyeyu-rosiya-vdarila-aviabombami-po-zapovidniku-khortitsya-na-khersonshchini-postrazhdala-pamyatka-kulturi-kamyanska-sich,"Росія вдарила авіабомбами по заповіднику """"Хортиця"""" на Херсонщині: постраждала пам'ятка культури Кам'янська Січ"
313612,https://espreso.tv/viyna-z-rosiyeyu-rosiya-vdarila-aviabombami-po-zapovidniku-khortitsya-na-khersonshchini-postrazhdala-pamyatka-kulturi-kamyanska-sich,"Росія вдарила авіабомбами по заповіднику """"Хортиця"""" на Херсонщині: постраждала пам'ятка культури Кам'янська Січ"
239747,https://news.liga.net/politics/video/rossiya-nanesla-aviaudara-po-tsentru-hersona-dva-cheloveka-raneny-video-foto,"Россия нанесла авиаудар по центру Херсона: два человека ранены – видео, фото"
313618,https://espreso.tv/viyna-z-rosiyeyu-okupanti-skinuli-aviabombi-na-selo-kachkarivka-na-khersonshchini-poshkodzheno-30-budinkiv-ta-obekt-kritichnoi-infrastrukturi,Окупанти скинули авіабомби на село Качкарівка на Херсонщині: пошкоджено 30 будинків та об’єкт критичної інфраструктури
201516,https://interfax.com.ua/news/general/964660.html,"Росіяни завдали авіаудару по Куп'янську, пошкоджено житлові будинки та електромережу - голова ОВА"
199558,https://x.com/ukrpravda_news/status/1753715207539507403,Російська авіація завдала авіаударів авіабомбами ФАБ по Куп'янську
390974,https://t.me/hyevuy_dnepr/65973,У Кривому Розі внаслідок атаки російських безпілотників вночі було пошкоджено критичну цивільну інфраструктуру
222049,https://t.me/lumsrc/7125,"На Сіверщині та Слобожанщині російські війська обстрілювали Клуси, Баранівку, Грем'яч, Богданове Чернігівської області, Володимирівку, Степок, Покровку, Грабівське Сумської області, Веселе, Хатище, Бударки Харківської області. Російська авіація завдала авіаударів по Малій Вовчій, Устинівці, Вільхуватці, Колодязному Харківської області, - йдеться у вечірньому зведенні Генштабу ЗСУ."
221997,https://t.me/lumsrc/7125,"На Сіверщині та Слобожанщині російські війська обстрілювали Клуси, Баранівку, Грем'яч, Богданове Чернігівської області, Володимирівку, Степок, Покровку, Грабівське Сумської області, Веселе, Хатище, Бударки Харківської області. Російська авіація завдала авіаударів по Малій Вовчій, Устинівці, Вільхуватці, Колодязному Харківської області, - йдеться у вечірньому зведенні Генштабу ЗСУ."
199559,https://x.com/ukrpravda_news/status/1753715207539507403,Російська авіація завдала авіаударів авіабомбами ФАБ по Куп'янську
390975,https://t.me/hyevuy_dnepr/65973,У Кривому Розі внаслідок атаки російських безпілотників вночі було пошкоджено критичну цивільну інфраструктуру
220412,https://interfax.com.ua/news/general/964895.html,"Окупанти збільшили кількість авіаударів по населених пунктах Харківщини, є руйнування"
2319,https://interfax.com.ua/news/general/965084.html,Португалія допоможе відновити зруйнований унаслідок російського авіаудару ліцей у Житомирі
321713,https://www.pravda.com.ua/news/2024/02/6/7440592/,Росіяни з безпілотника скинули вибухівку біля гуманітарного штабу в Бериславі: поранили жінку.
142675,https://t.me/dnipropetrovskaODA/10432,У Марганці внаслідок атаки російського безпілотника поранено 2 людини
354153,https://interfax.com.ua/news/general/965481.html,Окупанти скинули три авіабомби по Юнаківській громаді Сумської області
42885,https://t.me/lumsrc/7161,"На Куп'янському напрямку російські війська обстрілювали Дворічну, Синьківку, Петропавлівку, Іванівку, Берестове Харківської області. Російська авіація завдала авіаудару по Табаївці Харківської області, - йдеться у вечірньому зведенні Генштабу ЗСУ"
125786,https://t.me/vanek_nikolaev/21230,У Миколаєві внаслідок російської атаки горить будинок
355632,https://t.me/vekha/80728,"У Харкові вже 4 вибухи, бо Росія запускає ракети по місту"
142676,https://t.me/dnipropetrovskaODA/10432,У Марганці внаслідок атаки російського безпілотника поранено 2 людини
